"area","year","est","lwr","upr","log_est","se","type"
"Coastwide",1980,34648.0889093957,13232.2992191902,90724.2229931117,10.452997848967,0.491122197270761,"index"
"Coastwide",1983,14376.3910508422,6228.91966856248,33180.8131496476,9.573342629738,0.426734596924272,"index"
"Coastwide",1986,20718.7021482024,9583.36315161453,44792.6904067709,9.93879205677658,0.393378752789759,"index"
"Coastwide",1989,40492.2845342853,22176.572348719,73935.0103804583,10.6088667296199,0.307186776561488,"index"
"Coastwide",1992,6631.71507614054,3332.81912363035,13195.9290977675,8.79961873391102,0.351049779914732,"index"
"WA",1980,17.2959444544441,1.33030512807254,224.872992111705,2.85047204942339,1.30873002470038,"index"
"WA",1983,7.57380123340415,0.603038895897102,95.1223304390339,2.02469508585615,1.29107916582964,"index"
"WA",1986,15.7601842212516,1.28475576179176,193.331226116771,2.75748677352712,1.27906337140074,"index"
"WA",1989,37.210153533145,3.39236453491451,408.15057217756,3.61658166847592,1.22198902948877,"index"
"WA",1992,3.87961273599532,0.329552790087951,45.6721819204753,1.35573533834332,1.25806090466718,"index"
"OR",1980,652.398961327432,148.397515236859,2868.13700392333,6.48065627866624,0.755504541634505,"index"
"OR",1983,294.729633452607,77.2683295020828,1124.2064814248,5.68605843932905,0.683060651700078,"index"
"OR",1986,550.601153919624,141.13625106004,2148.00682617434,6.31101068845572,0.694545897693348,"index"
"OR",1989,1306.52273652687,381.691907756903,4472.19767139744,7.17512448743218,0.627823132539135,"index"
"OR",1992,138.910464297847,36.6829128894254,526.024668477345,4.93382958384016,0.67935867013201,"index"
"CA",1980,33978.394003614,12960.1967780694,89082.849499513,10.4334801311194,0.491765147440497,"index"
"CA",1983,14074.0876161563,6085.70024514755,32548.4224079526,9.55209062789835,0.42775967234469,"index"
"CA",1986,20152.3408100615,9315.71240402071,43594.82372487,9.91107572986152,0.393689872164677,"index"
"CA",1989,39148.5516442256,21403.9600805659,71603.9971141677,10.5751187056957,0.308060492985755,"index"
"CA",1992,6488.92499910672,3259.37664211139,12918.4664024457,8.77785215639545,0.351313044436518,"index"
"North of Cape Mendocino",1980,1820.58878973981,524.670741174871,6317.378274047,7.50691523859854,0.63477918075759,"index"
"North of Cape Mendocino",1983,825.120824439444,281.275115528946,2420.49273944237,6.71552982947735,0.549089977558836,"index"
"North of Cape Mendocino",1986,1399.23117458939,485.83798521785,4029.83698169441,7.24367820375164,0.539705324956113,"index"
"North of Cape Mendocino",1989,3036.47486318841,1195.56572141273,7711.98055417658,8.0184525370845,0.475558625083325,"index"
"North of Cape Mendocino",1992,394.839913769605,141.758544591631,1099.74716483363,5.9784804011564,0.522639798046906,"index"
"South of Cape Mendocino",1980,32827.500119656,12510.5683537493,86138.7535429641,10.3990218613782,0.492199262131444,"index"
"South of Cape Mendocino",1983,13551.2702264028,5837.63019601772,31457.4439597532,9.51423556556015,0.429678997720465,"index"
"South of Cape Mendocino",1986,19319.4709736128,8911.50251150157,41883.1682108088,9.86886872507343,0.394788165948933,"index"
"South of Cape Mendocino",1989,37455.8096710969,20444.2545451933,68622.5890514207,10.5309171083182,0.308913807821238,"index"
"South of Cape Mendocino",1992,6236.87516237094,3127.96651073657,12435.7507209499,8.7382345606726,0.352096350134167,"index"
"North of Monterey Bay",1980,28240.1971165022,10810.2982644612,73773.0554392475,10.2485016716289,0.489931028028369,"index"
"North of Monterey Bay",1983,11747.4767184632,5090.46804766343,27110.1218903004,9.37139374914596,0.426675538974696,"index"
"North of Monterey Bay",1986,17133.1631597995,7925.86223463781,37036.3843289443,9.7487712304184,0.393315818223393,"index"
"North of Monterey Bay",1989,33383.5509564126,17557.1197802693,63476.3268922859,10.4158185713186,0.327865075213653,"index"
"North of Monterey Bay",1992,5441.43799583913,2678.65299910122,11053.7824318777,8.60179864238942,0.361603230009551,"index"
"South of Monterey Bay",1980,6407.89179289337,1895.86748624614,21658.200020473,8.76528560235303,0.621365404062131,"index"
"South of Monterey Bay",1983,2628.91433237901,873.09279770814,7915.75716250276,7.87432623856906,0.562400329589749,"index"
"South of Monterey Bay",1986,3585.53898840255,1267.25886122545,10144.8016902583,8.18466408717302,0.530648841287253,"index"
"South of Monterey Bay",1989,7108.73357787284,3273.43882513662,15437.6164579974,8.86907938848967,0.395661887058641,"index"
"South of Monterey Bay",1992,1190.27708030142,474.648169874865,2984.86251040296,7.08194139959184,0.469073703526905,"index"
