#C Chilipepper Rockfish 2025 Assessment
#C Stock_Synthesis_v3.30.23.1
1875 #_StartYr
2024 #_EndYr
 1 #_Nseas
12 #_months/season
 2 #_Nsubseasons (even number, minimum is 2)
 1 #_spawn_month
 2 #_Nsex
35 #_Nages=accumulator age
 1 #_Nareas
12 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type	timing	area	units	need_catch_mult	fleetname			
 1  -1   1   1   0   NoCA_HKL               #   1  # catch fleets (all catch in metric tons)
 1  -1   1   1   0   SoCA_HKL               #   2	
 1  -1   1   1   0   CA_TWL                 #   3	
 1  -1   1   1   0   OR_WA_Comm             #   4	
 1  -1   1   1   0   CA_NET                 #   5	
 1  -1   1   1   0   NoCA_OR_WA_Rec         #   6	
 1  -1   1   1   0   SoCA_Rec               #   7
 1  -1   1   1   0   TWL_discard			#	8 
 3   1   1   1   0   WCGBT_Survey           #   9   # survey fleets (units defined later in data file)
 3   1   1   1   0   Triennial_Survey       #   10	
 3   1   1   1   0   CalCOFI_Survey         #   11
 3   1   1   1   0   RREAS_YOY_Survey       #   12	
#3   1   1   1   0   NWFSC_HKL_Survey       #   13	
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
#_yr	season	fleet	catch	catch_se	
-999	1	1	0.000	0.05	#_No_CA_HKL
1875	1	1	3.421	0.05	#_linear interpolation from 1916 to zero in 1874
1876	1	1	6.843	0.05	
1877	1	1	10.264	0.05	
1878	1	1	13.686	0.05	
1879	1	1	17.107	0.05	
1880	1	1	20.529	0.05	
1881	1	1	23.950	0.05	
1882	1	1	27.372	0.05	
1883	1	1	30.793	0.05	
1884	1	1	34.215	0.05	
1885	1	1	37.636	0.05	
1886	1	1	41.058	0.05	
1887	1	1	44.479	0.05	
1888	1	1	47.900	0.05	
1889	1	1	51.322	0.05	
1890	1	1	54.743	0.05	
1891	1	1	58.165	0.05	
1892	1	1	61.586	0.05	
1893	1	1	65.008	0.05	
1894	1	1	68.429	0.05	
1895	1	1	71.851	0.05	
1896	1	1	75.272	0.05	
1897	1	1	78.694	0.05	
1898	1	1	82.115	0.05	
1899	1	1	85.536	0.05	
1900	1	1	88.958	0.05	
1901	1	1	92.379	0.05	
1902	1	1	95.801	0.05	
1903	1	1	99.222	0.05	
1904	1	1	102.644	0.05	
1905	1	1	106.065	0.05	
1906	1	1	109.487	0.05	
1907	1	1	112.908	0.05	
1908	1	1	116.330	0.05	
1909	1	1	119.751	0.05	
1910	1	1	123.173	0.05	
1911	1	1	126.594	0.05	
1912	1	1	130.015	0.05	
1913	1	1	133.437	0.05	
1914	1	1	136.858	0.05	
1915	1	1	140.280	0.05	
1916	1	1	143.701	0.05	#_Ralston_et_al_2010
1917	1	1	223.354	0.05	
1918	1	1	262.334	0.05	
1919	1	1	181.827	0.05	
1920	1	1	185.500	0.05	
1921	1	1	153.459	0.05	
1922	1	1	131.847	0.05	
1923	1	1	141.951	0.05	
1924	1	1	82.014	0.05	
1925	1	1	104.485	0.05	
1926	1	1	166.124	0.05	
1927	1	1	118.047	0.05	
1928	1	1	150.911	0.05	
1929	1	1	125.337	0.05	
1930	1	1	170.933	0.05	
1931	1	1	175.504	0.05	
1932	1	1	123.019	0.05	
1933	1	1	103.446	0.05	
1934	1	1	106.621	0.05	
1935	1	1	124.082	0.05	
1936	1	1	101.864	0.05	
1937	1	1	81.071	0.05	
1938	1	1	103.683	0.05	
1939	1	1	109.490	0.05	
1940	1	1	86.129	0.05	
1941	1	1	66.683	0.05	
1942	1	1	30.251	0.05	
1943	1	1	39.127	0.05	
1944	1	1	27.565	0.05	
1945	1	1	44.172	0.05	
1946	1	1	38.215	0.05	
1947	1	1	66.199	0.05	
1948	1	1	19.960	0.05	
1949	1	1	20.093	0.05	
1950	1	1	28.669	0.05	
1951	1	1	18.721	0.05	
1952	1	1	14.497	0.05	
1953	1	1	5.258	0.05	
1954	1	1	9.775	0.05	
1955	1	1	4.206	0.05	
1956	1	1	6.104	0.05	
1957	1	1	4.166	0.05	
1958	1	1	7.727	0.05	
1959	1	1	6.249	0.05	
1960	1	1	9.911	0.05	
1961	1	1	6.387	0.05	
1962	1	1	6.593	0.05	
1963	1	1	5.954	0.05	
1964	1	1	2.670	0.05	
1965	1	1	4.479	0.05	
1966	1	1	19.617	0.05	
1967	1	1	19.890	0.05	
1968	1	1	9.610	0.05	
1969	1	1	19.708	0.05	#_Ratio_estimator
1970	1	1	24.167	0.05	
1971	1	1	33.214	0.05	
1972	1	1	52.980	0.05	
1973	1	1	45.473	0.05	
1974	1	1	79.094	0.05	
1975	1	1	46.322	0.05	
1976	1	1	80.221	0.05	
1977	1	1	63.192	0.05	
1978	1	1	138.691	0.05	#_CALCOM
1979	1	1	131.365	0.05	
1980	1	1	53.433	0.05	
1981	1	1	87.884	0.05	
1982	1	1	289.321	0.05	
1983	1	1	56.787	0.05	
1984	1	1	67.114	0.05	
1985	1	1	256.703	0.05	
1986	1	1	331.840	0.05	
1987	1	1	156.940	0.05	
1988	1	1	274.764	0.05	
1989	1	1	218.351	0.05	
1990	1	1	192.008	0.05	
1991	1	1	489.332	0.05	
1992	1	1	1005.851	0.05	
1993	1	1	814.415	0.05	
1994	1	1	477.862	0.05	
1995	1	1	318.980	0.05	
1996	1	1	247.316	0.05	
1997	1	1	318.228	0.05	
1998	1	1	204.804	0.05	
1999	1	1	101.301	0.05	
2000	1	1	46.892	0.05	
2001	1	1	24.405	0.05	
2002	1	1	2.609	0.05	
2003	1	1	0.145	0.05	
2004	1	1	2.929	0.05	
2005	1	1	3.224	0.05	
2006	1	1	6.148	0.05	
2007	1	1	4.082	0.05	
2008	1	1	4.920	0.05	
2009	1	1	0.574	0.05	
2010	1	1	0.149	0.05	
2011	1	1	0.671	0.05	
2012	1	1	0.976	0.05	
2013	1	1	0.774	0.05	
2014	1	1	0.959	0.05	
2015	1	1	0.942	0.05	
2016	1	1	0.392	0.05	
2017	1	1	2.730	0.05	
2018	1	1	2.500	0.05	
2019	1	1	13.737	0.05	
2020	1	1	19.776	0.05	
2021	1	1	27.146	0.05	
2022	1	1	37.909	0.05	
2023	1	1	59.919	0.05	
2024	1	1	66.155	0.05	
-999	1	2	0.000	0.05	#_So_CA_HKL
1875	1	2	4.850	0.05	#_linear interpolation from 1916 to zero in 1874
1876	1	2	9.701	0.05	
1877	1	2	14.551	0.05	
1878	1	2	19.401	0.05	
1879	1	2	24.252	0.05	
1880	1	2	29.102	0.05	
1881	1	2	33.953	0.05	
1882	1	2	38.803	0.05	
1883	1	2	43.653	0.05	
1884	1	2	48.504	0.05	
1885	1	2	53.354	0.05	
1886	1	2	58.204	0.05	
1887	1	2	63.055	0.05	
1888	1	2	67.905	0.05	
1889	1	2	72.756	0.05	
1890	1	2	77.606	0.05	
1891	1	2	82.456	0.05	
1892	1	2	87.307	0.05	
1893	1	2	92.157	0.05	
1894	1	2	97.007	0.05	
1895	1	2	101.858	0.05	
1896	1	2	106.708	0.05	
1897	1	2	111.558	0.05	
1898	1	2	116.409	0.05	
1899	1	2	121.259	0.05	
